trial_directory,provider,model,seed,turn,condition,action,policy_regret_ms,latency_ms,success
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T143002.308166Z-C-331056fd185d4d508e31bd20d9623a4b,google,gemini-3.7-flash,12,3,C,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142607.127690Z-A-9bd029c2243b463fbce0d8b6a70aa1ec,google,gemini-3.7-flash,13,0,A,tool_alpha,0.0,100.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142954.723207Z-B-c012e750cc744a29a147cbb9166d36df,google,gemini-3.7-flash,13,0,B,tool_alpha,0.0,100.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142853.342351Z-C-d0ba6da5486241fca47f8cb21f485635,google,gemini-3.7-flash,13,0,C,tool_alpha,0.0,100.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142944.039747Z-A-44c07619482141e8877c3537b2019718,google,gemini-3.7-flash,13,1,A,tool_alpha,16920.8,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142833.248655Z-B-877074d6ae4646b69815c0e7e0e6c626,google,gemini-3.7-flash,13,1,B,tool_alpha,16920.8,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142920.507977Z-C-70dc4c8d88fb42cd9a7bef3e2acc0454,google,gemini-3.7-flash,13,1,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142828.403107Z-A-09d4382d782d4464aaf5ce05f3c9af48,google,gemini-3.7-flash,13,2,A,tool_alpha,19611.876666666667,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142651.746107Z-B-2384f593638f4a738662d544580e6811,google,gemini-3.7-flash,13,2,B,tool_alpha,19611.876666666667,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142635.876455Z-C-d237791ed7d243b0871b045ea7d9c80e,google,gemini-3.7-flash,13,2,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142951.958548Z-A-eb473f2e1bb141049286e024b2a9da00,google,gemini-3.7-flash,13,3,A,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142806.850527Z-B-61d1b1e4c0a54c5d818de160367f5520,google,gemini-3.7-flash,13,3,B,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T143008.825218Z-C-6c2d97a92cd74f3eae60a407702b6f3c,google,gemini-3.7-flash,13,3,C,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131435.866470Z-A-242a752eb0dd4b99a480d74867f67007,openai,gpt-5.6-sol,8,0,A,tool_alpha,80.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131421.521619Z-B-0b02c96c165e45518934b91f5e0fc448,openai,gpt-5.6-sol,8,0,B,tool_alpha,80.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131433.053584Z-C-9722026889bc4ef88ea224bc39fd07b4,openai,gpt-5.6-sol,8,0,C,tool_beta,0.0,100.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131441.729739Z-A-b879fe8f908a4f53acc3eee46dc38970,openai,gpt-5.6-sol,8,1,A,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131440.409865Z-B-c0e5b8ce91214143b44a7a4b67a4f02f,openai,gpt-5.6-sol,8,1,B,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131430.844213Z-C-9692fdf46c684a928ee4377ffc10669b,openai,gpt-5.6-sol,8,1,C,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131437.537822Z-A-83782a2e7c374f29bb617b7f13f5c511,openai,gpt-5.6-sol,8,2,A,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131428.552879Z-B-3476e9a7209746a1a0b0846f15134b7a,openai,gpt-5.6-sol,8,2,B,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131426.976649Z-C-a26f29cbb6404b24b9486eaf13934687,openai,gpt-5.6-sol,8,2,C,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131424.996464Z-A-7dac9bb0faa34227b02ad8159b1c8081,openai,gpt-5.6-sol,8,3,A,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131434.102131Z-B-cecabc80109b491fbd8088a42680206a,openai,gpt-5.6-sol,8,3,B,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seed8/api-preflight/toolroute/20260830T131439.355196Z-C-ebb6e4012b8749b8b1b004c631cd2a5e,openai,gpt-5.6-sol,8,3,C,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134900.592138Z-A-ef8bf2b8465a436fb1ef90e3ac5d5b16,openai,gpt-5.6-sol,9,0,A,tool_alpha,80.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134926.802682Z-B-d3a7ba96f5444d7d9851a880400aed11,openai,gpt-5.6-sol,9,0,B,tool_beta,0.0,100.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134902.334117Z-C-af2e1738f4df493ea6af596c8a4deabb,openai,gpt-5.6-sol,9,0,C,tool_beta,0.0,100.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134929.776849Z-A-03aabc75a7a94f80a505f85fe5277f94,openai,gpt-5.6-sol,9,1,A,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134910.160615Z-B-3d3915c50e78402b923ae51c36f2c2e4,openai,gpt-5.6-sol,9,1,B,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134856.700699Z-C-5bb2e3563e974377a7bed24a845fbae4,openai,gpt-5.6-sol,9,1,C,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134903.789483Z-A-1b8ff1d752444fa69b97ee56b9ab49db,openai,gpt-5.6-sol,9,2,A,tool_alpha,10978.310000000001,4200.0,False
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134923.849835Z-B-ad960df1f692412aa046297d0f224afc,openai,gpt-5.6-sol,9,2,B,tool_alpha,10978.310000000001,4200.0,False
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134922.713736Z-C-e3305bfaa8ef4bdf9e9a79f0ddee5044,openai,gpt-5.6-sol,9,2,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134850.284297Z-A-5b92ec6725bc40a48c09b76f084a8b42,openai,gpt-5.6-sol,9,3,A,tool_alpha,3462.6500000000005,4200.0,False
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134854.486223Z-B-54ae560b6c5140a0823ea8f53d5836ae,openai,gpt-5.6-sol,9,3,B,tool_alpha,3462.6500000000005,4200.0,False
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134907.139413Z-C-b48f2df7aca64e13a17df22fa1f21eb2,openai,gpt-5.6-sol,9,3,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134908.622017Z-A-2a627b62db6d470cbd3816b2e1ab0eb4,openai,gpt-5.6-sol,10,0,A,tool_alpha,3413.333333333333,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134916.012120Z-B-0ec5af5d361843ba8e4d94b6c4f96d8a,openai,gpt-5.6-sol,10,0,B,tool_alpha,3413.333333333333,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134913.556022Z-C-81af5e18de1f4812b6c5e2ca8a00c4a1,openai,gpt-5.6-sol,10,0,C,tool_beta,0.0,100.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134918.061577Z-A-41775517e2ed43bf9777482df5def244,openai,gpt-5.6-sol,10,1,A,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134859.160855Z-B-6c21066154d8454d966cc2c901f6ec03,openai,gpt-5.6-sol,10,1,B,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134919.747536Z-C-0131ad4b13d343a8a922979f85e150ec,openai,gpt-5.6-sol,10,1,C,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134914.628181Z-A-66e7c3e144a14ee79e551924965bf1b8,openai,gpt-5.6-sol,10,2,A,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134905.597217Z-B-f96802fc3afa4504a3e2d5fce4d17d28,openai,gpt-5.6-sol,10,2,B,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134853.322324Z-C-31b6fa325b604d17b741d87568d65fb2,openai,gpt-5.6-sol,10,2,C,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134925.226876Z-A-3c7a8ac435a24a5e9e52d057ceb72691,openai,gpt-5.6-sol,10,3,A,tool_alpha,8453.810000000001,4200.0,False
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134928.489831Z-B-f91c036545534c3fa6884dc764373ea3,openai,gpt-5.6-sol,10,3,B,tool_alpha,8453.810000000001,4200.0,False
experiments/api-paper-v1.0-seeds9-10/api-preflight/toolroute/20260830T134911.561126Z-C-e4441148330e42a198bfe1834f2c7939,openai,gpt-5.6-sol,10,3,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142418.215696Z-A-402086d223824eb8a5bef2c10d9af92b,openai,gpt-5.6-sol,11,0,A,tool_alpha,80.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142505.188408Z-B-c23401a5fb2c43de9eae078c46f9235f,openai,gpt-5.6-sol,11,0,B,tool_alpha,80.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142446.804224Z-C-1014afdc1ec44a4c8bfdf284291f693f,openai,gpt-5.6-sol,11,0,C,tool_beta,0.0,100.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142405.849555Z-A-8e0aa604e75d4f83be1c94ec3ff09e26,openai,gpt-5.6-sol,11,1,A,tool_alpha,17002.72,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142426.749758Z-B-f40e1d13ddbe49c0a6f6662bb2e5ba23,openai,gpt-5.6-sol,11,1,B,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142402.753006Z-C-5b78cd68d324438782583c17b950c5a4,openai,gpt-5.6-sol,11,1,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142453.808820Z-A-5e65b2934ed94cf18a0d278fe689a450,openai,gpt-5.6-sol,11,2,A,tool_alpha,18542.715555555555,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142451.204809Z-B-6c26d836530c4840843f77239135eb97,openai,gpt-5.6-sol,11,2,B,tool_alpha,18542.715555555555,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142437.104564Z-C-1aa046637570477d83d56c3dbeee148a,openai,gpt-5.6-sol,11,2,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142449.446126Z-A-8c2683bc08b14c5c86d4e2ffdac95873,openai,gpt-5.6-sol,11,3,A,tool_alpha,9491.18,4200.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142439.434300Z-B-8702650eed8b4a9dbf589c768d468428,openai,gpt-5.6-sol,11,3,B,tool_alpha,9491.18,4200.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142452.731853Z-C-924d2ae712fb48e28cb93bdf82bda9b0,openai,gpt-5.6-sol,11,3,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142425.108449Z-A-0b2bedd6b08a43b9a8b08cf8f44e24cb,openai,gpt-5.6-sol,12,0,A,tool_alpha,0.0,100.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142435.745699Z-B-a7438fef976c4e49bf3865934af3a9fd,openai,gpt-5.6-sol,12,0,B,tool_alpha,0.0,100.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142444.134818Z-C-7b161f98ac354e50800a7522e05d5985,openai,gpt-5.6-sol,12,0,C,tool_alpha,0.0,100.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142421.598359Z-A-699115f2b5a74eb69445b05e08467753,openai,gpt-5.6-sol,12,1,A,tool_alpha,5254.133333333333,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142419.843242Z-B-131feacc94454f0abd80b2658e668919,openai,gpt-5.6-sol,12,1,B,tool_alpha,5254.133333333333,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142502.716274Z-C-5ea7dc1ff0864aba9249f7e0952b0eea,openai,gpt-5.6-sol,12,1,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142408.124221Z-A-7c125bbc876b479ab91db9caef65fc1f,openai,gpt-5.6-sol,12,2,A,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142447.974161Z-B-c00ec1ed80d845f086102a3f0cf0950e,openai,gpt-5.6-sol,12,2,B,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142441.063062Z-C-ea1dfc06ae7740eba9e8e8c81e220383,openai,gpt-5.6-sol,12,2,C,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142412.014815Z-A-c95f98f2584d44e9b75a7d3fb95694c4,openai,gpt-5.6-sol,12,3,A,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142445.363666Z-B-85cc8782d2c64bc185bf330982e39a0c,openai,gpt-5.6-sol,12,3,B,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142500.202224Z-C-5e41456914984b158812df7002809458,openai,gpt-5.6-sol,12,3,C,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142432.048006Z-A-27807589e204436faa545ebf05f3d3ce,openai,gpt-5.6-sol,13,0,A,tool_alpha,0.0,100.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142455.411814Z-B-06c481cac30e4131b83d990a64f918c5,openai,gpt-5.6-sol,13,0,B,tool_alpha,0.0,100.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142423.835646Z-C-ae7b85470e5040d2b946b83a7497fe2b,openai,gpt-5.6-sol,13,0,C,tool_alpha,0.0,100.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142458.107841Z-A-8d2866b7d482481cbc1f472423d76710,openai,gpt-5.6-sol,13,1,A,tool_alpha,16920.8,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142413.635311Z-B-097e4d090acd4eb7abb8cccf65293e20,openai,gpt-5.6-sol,13,1,B,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142438.279373Z-C-e9b2b4f107ff4b9595dabe6c7dc46632,openai,gpt-5.6-sol,13,1,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142430.462728Z-A-8e69bf324e7c422c9ed610cfb7f275e8,openai,gpt-5.6-sol,13,2,A,tool_alpha,19611.876666666667,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142428.966176Z-B-46c8402a1ae748df8414c333bfe273bc,openai,gpt-5.6-sol,13,2,B,tool_alpha,19611.876666666667,4200.0,False
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142442.930587Z-C-181a9269a9f54396b0018408fe8d6cbe,openai,gpt-5.6-sol,13,2,C,tool_beta,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142416.033022Z-A-9d66d6f08b9c42eca80335e484d6de08,openai,gpt-5.6-sol,13,3,A,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142433.917313Z-B-3fd549e19ada4a42b767b6f787a526c8,openai,gpt-5.6-sol,13,3,B,tool_alpha,0.0,180.0,True
experiments/api-paper-v1.0-seeds11-13/api-preflight/toolroute/20260830T142410.040409Z-C-6d043837e8094a9ea9632e94e48dd5d3,openai,gpt-5.6-sol,13,3,C,wait,1812.0499999999993,500.0,False
